size,naive_time,numpy_time,numba_time,dask_local_time,dask_remote_time,numpy_speedup,numba_speedup,dask_local_speedup,dask_remote_speedup
1024,2.310128927230835,0.7486593723297119,0.8788423538208008,0.18161940574645996,0.7839667797088623,3.0856875805108426,2.6286044558360904,12.719615052896751,2.9467178801743814
2048,9.954278230667114,3.0375912189483643,0.2662680149078369,1.3029327392578125,2.407594680786133,3.2770302233469573,37.384430999392016,7.639901838937099,4.134532407014964
4096,37.95274066925049,11.960788011550903,1.0748071670532227,6.801421403884888,10.080317497253418,3.1730970093775053,35.3112091476881,5.580118980360833,3.765034254088868
8192,181.8339545726776,46.744014739990234,4.279747724533081,21.541083335876465,42.417879581451416,3.889994378619683,42.48707313525487,8.441263224205391,4.2867290012344315
